temp_C,HR,windSpeed_m/s,windGust_m/s,pres_mbar,solarRad_W/m2,rain_mm/h,rain_day
6.32,37.39,6.32,8.22,1021.0,0.47,0.0,0.0
5.58,31.76,6.35,8.47,1021.0,0.44,0.0,0.0
4.82,33.11,5.62,7.21,1021.58,2.42,0.0,0.0
4.75,32.01,6.75,8.87,1022.0,77.22,0.0,0.0
4.96,33.39,6.64,9.04,1022.75,230.34,0.0,0.0
5.55,28.63,7.56,9.83,1022.83,370.15,0.0,0.0
5.95,27.07,7.42,9.66,1022.0,463.66,0.0,0.0
6.92,24.3,7.26,9.41,1021.0,503.26,0.0,0.0
7.38,25.02,5.82,7.38,1020.25,491.86,0.0,0.0
7.77,25.11,4.68,6.44,1020.0,426.46,0.0,0.0
7.79,23.56,5.15,6.69,1020.0,307.89,0.0,0.0
7.93,23.73,4.6,6.0,1020.0,156.88,0.0,0.0
7.47,26.62,4.29,5.24,1020.0,21.64,0.0,0.0
6.75,28.89,4.67,5.56,1020.42,0.36,0.0,0.0
6.21,29.88,4.32,5.2,1021.0,0.46,0.0,0.0
6.18,34.59,4.28,5.07,1021.0,0.47,0.0,0.0
5.7,31.34,4.26,4.65,1021.0,0.41,0.0,0.0
5.48,30.91,4.3,4.65,1021.0,0.4,0.0,0.0
5.31,30.68,4.49,5.05,1021.0,0.46,0.0,0.0
4.97,36.07,4.15,4.95,1021.08,0.53,0.0,0.0
4.77,35.88,4.22,4.99,1021.0,0.42,0.0,0.0
4.52,35.9,4.4,5.22,1022.0,0.45,0.0,0.0
4.53,35.88,5.1,6.1,1021.0,0.39,0.0,0.0
4.4,36.65,4.88,5.89,1021.0,0.62,0.0,0.0
3.96,38.98,5.28,6.56,1021.0,0.55,0.0,0.0
3.59,45.82,5.34,6.73,1021.08,0.46,0.0,0.0
3.14,47.25,5.11,6.5,1021.58,1.51,0.0,0.0
3.14,47.25,4.88,6.06,1022.0,69.21,0.0,0.0
3.49,45.85,5.41,6.71,1022.0,221.45,0.0,0.0
4.31,40.98,5.33,6.54,1022.0,360.92,0.0,0.0
5.48,36.38,5.85,7.4,1022.0,462.16,0.0,0.0
6.38,37.46,3.08,4.34,1021.17,506.7,0.0,0.0
7.09,39.16,3.01,3.94,1020.5,493.49,0.0,0.0
8.98,36.44,1.7,2.47,1020.0,425.21,0.0,0.0
9.94,32.98,1.27,1.8,1019.75,305.1,0.0,0.0
9.72,29.5,3.49,4.36,1019.0,157.92,0.0,0.0
8.72,29.88,4.15,5.07,1019.08,25.34,0.0,0.0
7.29,41.38,4.76,5.56,1020.0,0.51,0.0,0.0
6.5,46.06,4.8,5.91,1020.0,0.37,0.0,0.0
6.27,48.88,5.65,7.07,1020.0,0.42,0.0,0.0
6.33,52.59,4.51,5.83,1020.0,0.45,0.0,0.0
6.1,55.56,4.38,5.33,1020.0,0.46,0.0,0.0
5.99,56.53,3.71,4.38,1020.0,0.55,0.0,0.0
6.0,56.67,3.64,4.07,1019.25,0.52,0.0,0.0
5.87,57.2,4.0,4.47,1019.0,0.54,0.0,0.0
5.83,57.95,2.78,3.23,1019.0,0.45,0.0,0.0
5.24,61.67,1.1,1.26,1019.0,0.88,0.0,0.0
5.62,61.52,2.42,2.81,1018.25,0.73,0.0,0.0
5.28,64.78,2.17,2.45,1018.0,0.76,0.0,0.0
3.92,80.77,1.02,1.4,1018.0,1.31,0.0,0.0
4.2,73.91,2.62,3.1,1018.0,2.28,0.0,0.0
4.45,72.95,2.49,2.98,1018.33,59.44,0.0,0.0
3.24,78.94,2.55,3.23,1019.42,205.07,0.0,0.0
6.06,61.97,1.33,1.89,1020.0,318.34,0.0,0.0
5.43,59.49,1.72,2.24,1019.58,390.01,0.0,0.0
7.81,44.24,0.59,1.03,1018.83,276.5,0.0,0.0
7.73,47.1,1.43,1.97,1018.0,396.5,0.0,0.0
9.53,40.57,1.64,2.37,1017.5,412.24,0.0,0.0
10.77,34.74,2.63,3.4,1017.0,302.72,0.0,0.0
11.17,35.02,1.56,2.24,1017.0,157.91,0.0,0.0
10.24,39.91,0.97,1.36,1018.0,27.77,0.0,0.0
9.78,42.85,0.67,0.8,1018.25,0.41,0.0,0.0
9.59,46.35,3.67,4.38,1019.0,0.53,0.0,0.0
9.56,48.33,4.55,5.33,1019.0,0.41,0.0,0.0
9.18,49.98,2.94,3.4,1019.75,0.38,0.0,0.0
8.8,51.32,2.92,3.5,1020.0,0.44,0.0,0.0
8.46,52.95,2.83,3.4,1020.0,0.38,0.0,0.0
8.21,54.0,2.77,3.17,1020.0,0.33,0.0,0.0
8.14,54.22,3.26,3.56,1019.58,0.45,0.0,0.0
8.37,54.3,3.29,3.75,1019.42,0.4,0.0,0.0
8.46,54.24,2.38,2.64,1020.0,0.42,0.0,0.0
8.4,53.16,2.89,3.21,1019.5,0.49,0.0,0.0
7.49,57.38,2.64,2.96,1019.42,0.51,0.0,0.0
4.74,76.54,2.12,2.6,1020.0,1.01,0.0,0.0
6.16,61.74,3.12,3.4,1020.83,2.08,0.0,0.0
6.9,58.36,1.93,2.26,1021.0,53.83,0.0,0.0
7.13,63.56,0.78,0.96,1021.92,195.87,0.0,0.0
8.35,57.05,1.75,2.39,1022.0,335.07,0.0,0.0
9.92,48.91,2.48,3.17,1022.0,438.63,0.0,0.0
11.06,43.24,1.8,2.77,1021.08,486.42,0.0,0.0
11.65,42.96,1.96,2.66,1020.5,475.83,0.0,0.0
12.62,41.66,1.21,1.76,1020.0,414.12,0.0,0.0
13.89,38.57,1.02,1.45,1020.0,302.77,0.0,0.0
13.41,40.32,2.42,3.08,1020.0,161.21,0.0,0.0
12.05,45.15,4.45,5.41,1020.33,35.71,0.0,0.0
10.9,54.46,4.39,5.09,1021.0,0.56,0.0,0.0
10.41,57.53,2.74,3.27,1021.58,0.58,0.0,0.0
10.23,60.56,3.4,3.88,1022.0,0.83,0.0,0.0
9.94,63.36,2.73,3.17,1022.0,0.75,0.0,0.0
9.73,65.12,2.31,2.62,1022.17,0.96,0.0,0.0
9.78,64.33,2.79,3.23,1022.33,1.12,0.0,0.0
9.69,64.47,1.49,2.05,1022.0,1.04,0.0,0.0
10.01,62.38,2.16,2.77,1021.92,1.32,0.0,0.0
9.76,62.28,0.64,0.84,1021.58,1.3,0.0,0.0
9.54,63.24,2.75,3.27,1021.5,0.78,0.0,0.0
9.21,66.85,3.22,3.75,1021.08,1.14,0.0,0.0
8.62,70.23,2.29,2.56,1021.0,1.41,0.0,0.0
8.52,68.75,2.52,2.89,1021.0,1.12,0.0,0.0
8.38,68.57,2.04,2.2,1021.75,2.2,0.0,0.0
9.38,63.47,2.03,2.18,1022.0,61.92,0.0,0.0
10.74,59.86,0.89,1.03,1022.42,208.03,0.0,0.0
11.35,58.17,1.24,1.7,1023.0,345.78,0.0,0.0
11.82,51.18,3.93,5.12,1022.75,416.52,0.0,0.0
12.25,46.74,5.75,7.02,1021.58,457.61,0.0,0.0
11.82,52.23,5.77,6.88,1021.0,169.25,0.0,0.0
11.47,54.19,5.54,6.79,1020.5,215.18,0.0,0.0
12.21,47.5,6.72,7.92,1020.0,262.05,0.0,0.0
11.87,50.09,6.75,8.14,1020.0,150.91,0.0,0.0
11.29,55.04,5.88,7.21,1020.0,33.71,0.0,0.0
10.45,59.53,5.71,7.11,1021.0,0.72,0.0,0.0
9.98,61.16,6.04,7.63,1021.0,0.69,0.0,0.0
9.85,60.75,6.53,8.03,1021.0,0.6,0.0,0.0
9.89,59.29,5.96,7.19,1021.58,0.69,0.0,0.0
9.77,58.12,4.44,5.51,1022.0,0.72,0.0,0.0
9.7,56.19,5.53,6.79,1022.0,0.69,0.0,0.0
9.61,56.56,6.03,7.34,1022.0,0.62,0.0,0.0
9.53,58.23,6.12,7.65,1021.08,0.67,0.0,0.0
9.46,59.79,6.89,8.3,1021.0,0.62,0.0,0.0
9.29,61.2,7.06,8.53,1021.0,0.94,0.0,0.0
9.08,62.01,6.24,7.57,1021.0,0.88,0.0,0.0
8.74,62.58,4.1,5.12,1021.92,0.88,0.0,0.0
8.62,63.14,5.01,6.18,1022.0,0.94,0.0,0.0
8.78,58.58,6.64,7.97,1022.17,1.29,0.0,0.0
8.42,55.96,4.61,5.62,1023.0,55.93,0.0,0.0
9.38,48.97,3.74,4.68,1023.33,203.03,0.0,0.0
10.86,41.77,3.34,4.19,1024.0,346.45,0.0,0.0
11.39,39.13,3.44,4.19,1024.0,450.75,0.0,0.0
13.35,37.3,1.46,1.97,1023.67,497.5,0.0,0.0
13.71,31.15,4.29,5.77,1023.0,503.02,0.0,0.0
13.56,30.93,4.69,6.31,1022.75,448.82,0.0,0.0
13.56,30.42,4.94,6.39,1022.92,339.77,0.0,0.0
12.87,32.5,5.84,7.21,1023.0,197.4,0.0,0.0
11.8,37.29,5.97,7.32,1023.42,44.56,0.0,0.0
10.6,48.29,6.02,7.13,1024.0,0.6,0.0,0.0
10.17,57.52,5.2,6.14,1024.75,0.41,0.0,0.0
9.82,57.57,5.17,6.52,1025.0,0.77,0.0,0.0
9.67,57.48,6.29,7.32,1025.0,0.73,0.0,0.0
9.69,56.56,6.01,7.38,1025.08,0.68,0.0,0.0
9.35,58.41,3.22,3.98,1026.0,0.81,0.0,0.0
8.98,61.89,3.5,4.3,1026.0,1.07,0.0,0.0
8.73,64.52,2.82,3.44,1025.58,1.01,0.0,0.0
8.64,67.21,2.54,3.25,1025.75,0.94,0.0,0.0
8.55,68.88,1.5,2.2,1026.0,0.87,0.0,0.0
8.95,66.21,2.95,3.46,1026.0,0.87,0.0,0.0
8.93,65.14,2.98,3.61,1026.0,1.15,0.0,0.0
8.81,64.81,3.53,4.13,1026.0,1.29,0.0,0.0
8.7,65.27,2.86,3.33,1026.33,1.94,0.0,0.0
8.36,67.74,2.33,2.66,1027.0,53.74,0.0,0.0
9.72,64.08,1.95,2.62,1027.0,196.14,0.0,0.0
10.65,65.12,0.89,1.36,1027.83,332.69,0.0,0.0
11.84,60.66,1.0,1.4,1028.0,441.07,0.0,0.0
13.34,47.37,1.07,1.55,1027.42,497.08,0.0,0.0
13.75,38.55,1.58,2.41,1026.58,497.13,0.0,0.0
14.4,35.98,1.5,2.16,1026.0,430.57,0.0,0.0
14.31,36.64,1.66,2.37,1026.0,279.99,0.0,0.0
13.37,44.94,2.73,3.65,1026.0,179.54,0.0,0.0
12.72,44.3,3.24,3.88,1026.0,62.46,0.0,0.0
11.55,56.79,3.05,3.75,1026.0,1.2,0.0,0.0
10.92,59.17,2.3,2.7,1026.42,0.6,0.0,0.0
10.41,59.38,2.58,3.04,1026.67,0.87,0.0,0.0
10.19,58.56,2.15,2.47,1027.0,0.91,0.0,0.0
9.61,61.85,0.17,0.21,1027.0,0.99,0.0,0.0
9.47,64.02,0.0,0.0,1027.0,1.08,0.0,0.0
9.12,65.31,0.0,0.0,1026.25,0.55,0.0,0.0
8.78,68.75,0.0,0.0,1026.0,1.01,0.0,0.0
8.85,67.97,0.0,0.0,1025.0,0.65,0.0,0.0
8.2,70.85,0.0,0.0,1024.83,1.01,0.0,0.0
7.36,79.5,0.0,0.0,1024.17,1.4,0.0,0.0
6.92,80.02,0.0,0.0,1024.0,1.28,0.0,0.0
6.6,78.92,0.0,0.0,1024.0,1.32,0.0,0.0
5.29,81.92,0.13,0.17,1024.08,1.63,0.0,0.0
2.94,97.58,1.02,1.24,1024.83,42.6,0.0,0.0
3.49,96.62,1.13,1.66,1025.0,151.92,0.0,0.0
4.96,91.81,1.26,1.68,1025.0,306.76,0.0,0.0
7.15,77.17,0.95,1.32,1024.67,418.12,0.0,0.0
10.17,63.6,0.48,0.82,1023.5,441.16,0.0,0.0
12.0,59.07,0.92,1.38,1022.25,427.78,0.0,0.0
12.42,58.47,1.58,2.24,1021.08,326.53,0.0,0.0
11.62,64.1,3.2,4.17,1021.0,141.17,0.0,0.0
11.69,63.15,2.38,3.29,1020.67,52.34,0.0,0.0
11.68,64.27,1.85,2.64,1020.0,15.09,0.0,0.0
11.64,65.38,1.52,2.22,1020.0,2.52,0.0,0.0
11.51,66.33,1.9,2.73,1020.0,1.96,0.0,0.0
11.33,67.78,1.79,2.6,1019.75,2.4,0.0,0.0
11.29,69.85,1.83,2.83,1019.0,2.15,0.0,0.0
11.56,71.34,2.68,3.79,1019.0,2.31,0.0,0.0
11.52,75.08,2.9,3.86,1018.08,2.61,0.0,0.0
11.83,75.15,4.06,5.35,1017.67,2.16,0.0,0.0
12.06,76.47,4.22,5.58,1016.42,2.75,0.0,0.0
12.2,76.98,4.88,6.56,1015.5,2.28,0.0,0.0
12.42,77.26,5.56,7.48,1014.83,2.07,0.0,0.0
12.24,79.48,4.88,6.71,1014.0,2.73,0.0,0.0
12.07,81.43,5.77,7.76,1013.42,2.42,0.0,0.0
12.03,84.04,5.18,7.07,1012.92,5.95,0.02,0.02
12.08,86.56,5.97,8.32,1012.0,3.41,1.24,1.26
12.14,87.68,6.22,8.16,1011.92,4.66,4.02,5.28
12.54,85.77,8.18,10.69,1011.08,14.41,4.95,10.12
11.96,87.57,6.96,9.35,1011.0,14.91,5.38,15.42
11.68,86.52,4.92,6.52,1011.25,42.72,3.24,18.6
11.5,88.99,4.8,6.5,1010.5,70.48,1.02,19.58
11.86,87.42,4.92,6.75,1008.58,57.22,0.39,19.96
12.0,87.58,6.47,8.05,1007.25,36.38,0.66,20.61
11.59,90.31,3.22,4.53,1007.08,14.53,8.17,28.75
11.31,86.57,2.6,3.23,1007.0,105.26,5.78,34.38
11.92,82.4,1.46,1.84,1007.83,64.03,0.03,34.4
12.03,79.77,2.99,3.54,1008.0,4.35,0.08,34.48
11.94,76.54,2.3,2.75,1008.0,2.02,0.02,34.5
12.03,76.01,3.16,3.69,1008.0,2.04,0.0,34.5
11.68,77.21,4.88,5.83,1008.0,1.86,0.0,34.5
11.62,77.11,3.93,4.76,1008.0,1.91,0.0,34.5
11.65,70.82,5.63,6.71,1008.0,1.59,0.0,34.5
10.75,72.48,7.08,8.85,1008.08,2.06,0.0,11.5
10.3,71.8,6.78,8.62,1008.0,1.88,0.07,0.07
10.31,72.76,5.91,7.27,1008.0,1.93,0.03,0.1
9.55,78.2,5.29,6.94,1008.33,2.11,0.43,0.53
9.47,77.53,4.75,5.77,1008.0,1.92,0.78,1.29
9.71,71.57,4.9,6.08,1008.42,2.23,0.01,1.3
9.81,70.23,4.91,6.27,1009.0,1.92,0.01,1.31
10.19,66.15,5.55,7.09,1009.67,2.2,0.1,1.41
9.45,68.6,6.18,8.01,1011.0,13.99,0.4,1.81
10.22,65.19,6.28,8.03,1011.33,169.09,0.25,2.05
10.3,61.74,7.75,9.73,1012.83,230.48,0.38,2.42
11.25,60.54,7.44,9.52,1013.5,443.62,0.08,2.5
11.96,58.42,8.55,11.32,1014.0,438.3,0.04,2.54
12.22,55.48,9.55,12.1,1014.83,528.11,0.06,2.6
11.66,58.88,7.73,9.89,1015.5,263.55,0.0,2.6
11.84,59.64,7.05,9.14,1016.33,312.89,0.0,2.6
11.65,60.51,6.24,8.05,1017.5,185.19,0.08,2.68
11.69,57.21,6.61,8.22,1018.5,59.9,0.03,2.7
11.18,61.77,5.69,6.94,1019.42,3.38,0.02,2.72
10.27,67.89,4.08,4.88,1020.67,2.06,0.48,3.19
10.68,65.6,3.97,4.49,1021.0,2.35,0.01,3.2
10.62,64.71,4.82,5.53,1021.5,1.68,0.0,3.2
10.54,66.88,4.29,5.03,1022.0,2.05,0.0,3.2
10.15,70.88,3.53,4.23,1022.83,1.62,0.25,3.45
10.27,69.76,3.41,3.79,1023.0,1.95,0.17,1.2
10.89,65.44,3.31,3.67,1023.0,2.58,0.0,0.0
10.46,69.13,4.15,4.84,1023.0,1.66,0.0,0.0
10.6,68.03,3.31,3.86,1023.42,1.7,0.09,0.09
10.47,70.37,2.88,3.33,1024.0,2.45,0.02,0.1
10.52,69.96,2.84,3.23,1024.0,2.0,0.0,0.1
10.9,70.68,3.38,3.73,1024.33,2.26,0.0,0.1
10.94,75.18,2.98,3.44,1025.0,2.69,0.0,0.1
11.42,72.23,2.96,3.35,1025.25,46.55,0.0,0.1
12.38,67.55,2.32,2.73,1026.0,185.41,0.0,0.1
12.93,66.33,3.01,3.63,1026.33,315.58,0.0,0.1
13.09,65.01,4.05,4.99,1027.0,370.89,0.0,0.1
13.6,61.87,4.79,6.06,1026.25,409.18,0.0,0.1
13.41,62.76,5.28,6.48,1025.92,269.12,0.0,0.1
13.44,63.29,5.65,6.86,1025.0,269.19,0.0,0.1
12.06,78.18,5.52,6.94,1025.75,98.96,0.09,0.19
11.2,88.15,4.46,5.85,1026.0,69.42,0.45,0.63
11.42,88.43,4.1,5.28,1026.0,22.8,0.31,0.92
11.28,89.12,2.19,2.66,1026.0,2.65,0.44,1.37
11.21,89.57,2.79,3.29,1026.0,1.98,0.03,1.4
11.13,90.56,1.54,1.93,1026.0,2.56,0.0,1.4
11.47,88.02,2.89,3.42,1026.0,2.59,0.0,1.4
11.76,86.51,2.05,2.49,1026.0,2.88,0.0,1.4
11.97,87.02,2.44,2.94,1026.0,2.54,0.0,1.4
12.48,84.74,2.55,3.1,1026.0,2.38,0.0,0.47
12.7,84.86,4.02,4.97,1025.92,1.94,0.0,0.0
12.84,84.22,4.81,6.35,1025.75,1.65,0.0,0.0
12.8,83.62,4.38,5.66,1025.25,1.44,0.0,0.0
12.8,84.22,3.72,4.51,1025.0,1.74,0.0,0.0
12.77,84.77,3.71,4.7,1025.0,1.61,0.0,0.0
12.85,84.76,3.6,4.38,1025.0,2.15,0.0,0.0
12.87,85.22,4.61,5.68,1025.92,1.75,0.0,0.0
12.92,84.58,4.18,5.14,1026.0,45.06,0.0,0.0
13.36,83.17,3.81,5.09,1026.0,112.59,0.0,0.0
13.88,79.68,4.75,5.79,1026.0,225.55,0.0,0.0
14.49,74.52,5.86,7.34,1026.83,430.54,0.0,0.0
14.6,73.72,6.3,8.05,1026.0,392.97,0.0,0.0
14.31,76.04,6.22,7.69,1025.42,204.87,0.0,0.0
13.22,85.24,4.95,6.29,1025.0,72.78,0.0,0.0
13.49,84.02,5.29,6.77,1025.0,111.54,0.09,0.09
13.82,82.05,4.25,5.39,1025.0,90.08,0.01,0.1
13.8,82.72,4.5,5.79,1025.0,30.78,0.0,0.1
13.72,84.61,4.85,6.19,1026.0,4.22,0.0,0.1
13.69,85.45,3.51,4.55,1026.5,1.46,0.0,0.1
13.69,86.37,2.88,3.96,1027.0,1.13,0.0,0.1
13.65,86.56,3.13,4.17,1027.0,1.25,0.0,0.1
13.66,83.68,3.96,5.12,1026.83,1.33,0.0,0.1
13.58,82.13,3.66,4.63,1026.42,1.27,0.0,0.1
13.47,82.47,5.16,6.31,1026.0,1.13,0.0,0.04
13.09,85.38,5.0,5.89,1025.75,0.98,0.0,0.0
12.87,85.67,4.49,5.41,1025.0,0.99,0.0,0.0
13.0,82.14,3.02,3.71,1025.0,1.51,0.0,0.0
12.99,81.5,2.41,2.83,1025.0,1.41,0.0,0.0
12.96,82.44,2.73,3.46,1024.0,1.55,0.0,0.0
12.75,85.64,2.31,3.02,1024.0,0.92,0.0,0.0
12.58,86.87,1.8,2.35,1024.0,0.92,0.0,0.0
12.52,86.77,1.71,2.33,1024.0,23.74,0.0,0.0
13.26,81.66,1.79,2.45,1024.0,182.15,0.0,0.0
14.46,73.98,2.72,3.77,1024.0,287.53,0.0,0.0
14.18,75.58,3.42,4.97,1023.33,292.11,0.0,0.0
13.58,78.47,3.19,4.53,1023.0,87.11,0.0,0.0
13.59,76.09,3.9,5.41,1021.67,149.6,0.0,0.0
14.25,65.97,6.45,8.22,1020.33,318.4,0.0,0.0
13.67,66.7,8.22,9.75,1020.0,190.53,0.0,0.0
13.52,70.59,6.54,7.9,1019.5,60.19,0.0,0.0
13.56,71.58,5.44,7.4,1019.0,37.42,0.0,0.0
13.21,74.77,4.23,5.81,1019.0,4.46,0.0,0.0
12.76,77.74,4.14,5.45,1019.0,1.53,0.0,0.0
12.3,79.43,3.11,4.09,1018.08,1.69,0.0,0.0
11.94,80.21,3.67,4.91,1018.0,1.73,0.0,0.0
11.04,87.42,3.62,4.7,1014.5,22.31,0.47,0.47
11.09,88.76,3.79,4.72,1014.0,80.04,1.07,1.52
11.46,87.16,2.96,3.92,1014.0,95.92,0.38,1.9
11.21,88.31,3.83,4.59,1013.42,51.02,0.48,2.38
11.88,87.65,1.27,1.99,1013.0,39.39,1.12,3.51
11.77,89.25,1.03,1.45,1013.0,45.33,3.95,7.42
11.69,89.95,0.89,1.34,1013.0,18.64,1.73,9.09
11.94,89.92,2.88,4.05,1013.0,54.62,1.45,10.52
11.92,89.59,2.4,3.52,1014.0,19.44,0.1,10.6
11.8,90.48,1.72,2.79,1014.25,1.79,0.0,10.6
11.9,90.68,0.65,1.01,1015.0,1.56,0.0,10.6
12.05,88.68,1.91,2.43,1015.58,1.56,0.1,10.7
11.67,86.92,4.1,5.03,1016.0,1.66,0.46,11.16
11.2,84.73,4.47,5.45,1015.5,0.87,0.04,11.2
10.9,84.32,2.38,2.81,1016.0,0.93,0.0,11.2
11.2,77.82,3.45,4.13,1016.67,0.93,0.0,0.0
11.43,79.73,3.08,3.9,1017.0,1.32,0.0,0.0
11.63,78.7,2.56,3.08,1017.0,1.63,0.0,0.0
11.57,80.71,3.01,3.61,1017.25,1.05,0.0,0.0
11.12,83.16,2.88,3.5,1017.17,1.0,0.0,0.0
11.02,83.7,3.25,3.71,1017.75,1.4,0.0,0.0
11.22,82.78,2.29,2.54,1018.08,1.53,0.0,0.0
11.38,79.67,2.65,3.0,1019.0,8.24,0.0,0.0
12.09,74.67,2.55,3.12,1019.17,96.32,0.0,0.0
12.82,70.8,2.99,3.96,1020.0,231.92,0.0,0.0
13.46,64.49,4.13,5.35,1020.0,389.87,0.0,0.0
13.46,59.12,5.51,7.19,1020.0,500.49,0.0,0.0
13.75,58.63,6.13,7.78,1019.33,486.98,0.0,0.0
13.64,58.73,6.43,8.37,1018.58,433.57,0.0,0.0
13.65,59.96,7.33,9.08,1017.83,370.15,0.0,0.0
13.19,64.79,7.21,8.89,1018.0,111.3,0.0,0.0
13.16,65.51,7.38,9.2,1018.0,53.51,0.0,0.0
12.95,70.93,6.72,8.62,1018.0,10.29,0.04,0.04
12.86,73.51,7.86,9.58,1017.58,1.68,0.17,0.2
13.12,72.77,6.97,8.72,1017.0,1.79,0.01,0.2
13.29,72.8,7.54,9.29,1016.33,1.38,0.0,0.2
12.64,81.54,8.52,10.69,1016.0,2.41,0.05,0.25
12.53,87.14,8.85,12.04,1016.0,1.95,0.48,0.72
12.82,87.96,8.81,10.99,1015.17,1.18,0.91,1.6
12.99,90.14,8.84,11.32,1014.58,1.19,2.19,1.45
13.3,90.64,10.26,13.19,1014.0,1.29,1.5,2.48
13.54,90.83,10.26,13.12,1013.08,0.74,0.6,3.07
13.78,90.52,9.43,12.37,1013.0,0.93,0.46,3.5
13.75,90.07,10.16,13.12,1012.25,0.9,0.71,4.21
13.89,90.22,9.53,12.41,1012.42,0.95,0.92,5.12
13.98,84.62,9.56,12.26,1013.0,0.82,0.18,5.29
13.6,84.4,8.13,10.31,1013.25,2.21,0.01,5.3
13.61,73.96,8.57,11.18,1014.42,44.68,0.08,5.38
13.86,66.43,7.34,9.39,1015.33,183.38,0.03,5.4
13.86,67.36,7.53,9.18,1016.0,215.82,0.0,5.4
14.48,62.77,9.13,11.61,1016.67,352.75,0.0,5.4
14.67,59.21,8.67,10.61,1017.0,328.14,0.0,5.4
14.49,59.8,7.4,9.2,1016.92,279.96,0.0,5.4
14.88,56.38,7.5,9.77,1017.0,418.44,0.0,5.4
14.84,53.08,6.76,8.64,1017.25,289.73,0.0,5.4
14.21,55.13,6.28,7.88,1018.0,130.02,0.0,5.4
13.75,63.05,4.36,5.54,1018.83,52.05,0.0,5.4
13.46,66.32,4.76,5.87,1019.0,2.98,0.0,5.4
13.23,67.47,4.76,5.85,1019.58,1.63,0.0,5.4
13.17,66.99,3.97,5.35,1019.42,1.83,0.0,5.4
13.2,70.11,4.33,5.91,1019.58,1.79,0.0,5.4
13.3,73.52,5.74,7.76,1020.0,2.41,0.0,5.4
13.28,72.93,7.71,10.1,1019.17,1.88,0.0,5.4
13.36,70.98,8.61,11.09,1018.67,1.63,0.0,0.9
13.44,70.25,9.27,12.12,1018.25,2.28,0.0,0.0
13.34,73.74,9.77,12.05,1019.0,2.24,0.0,0.0
13.7,68.53,10.34,13.08,1018.5,2.53,0.0,0.0
13.72,69.55,10.1,12.89,1018.0,2.35,0.0,0.0
13.87,70.43,9.95,12.37,1018.0,2.24,0.0,0.0
13.94,72.82,8.43,10.63,1018.5,2.44,0.0,0.0
13.56,76.35,8.65,10.86,1019.0,2.78,0.08,0.08
13.71,78.11,8.17,10.69,1019.0,35.54,0.03,0.1
14.16,76.48,9.17,11.7,1019.25,118.54,0.0,0.1
14.42,75.41,8.78,11.55,1020.0,157.97,0.0,0.1
14.43,76.07,8.95,12.22,1020.0,220.52,0.0,0.1
14.3,77.53,9.1,11.84,1019.75,167.03,0.0,0.1
14.35,77.68,9.38,11.87,1019.0,178.4,0.0,0.1
14.29,78.61,9.39,12.35,1018.83,121.31,0.0,0.1
14.31,78.51,9.12,12.47,1018.5,123.89,0.0,0.1
14.33,78.49,8.48,11.8,1018.92,92.37,0.0,0.1
14.15,80.17,8.79,11.7,1019.0,35.2,0.0,0.1
14.07,81.24,8.65,11.74,1019.25,3.71,0.08,0.18
14.1,81.09,7.62,10.0,1020.0,2.37,0.02,0.2
14.05,81.72,7.76,10.63,1020.0,2.82,0.0,0.2
13.97,82.68,7.87,10.69,1019.83,2.14,0.0,0.2
14.0,83.42,8.32,11.36,1019.25,3.05,0.0,0.2
14.04,83.82,8.54,11.16,1019.0,2.32,0.0,0.2
14.13,84.22,8.07,10.92,1019.5,2.23,0.0,0.05
14.05,84.71,8.15,10.52,1019.17,2.26,0.0,0.0
14.07,84.16,7.84,10.36,1019.0,2.58,0.0,0.0
13.83,85.84,6.9,8.78,1019.0,3.03,0.23,0.23
13.74,87.5,6.69,9.01,1019.0,2.67,0.37,0.6
13.64,87.25,6.53,8.24,1019.0,3.03,0.0,0.6
13.62,86.98,6.38,8.53,1019.0,3.4,0.0,0.6
13.68,87.22,6.35,8.18,1019.5,3.54,0.11,0.71
13.8,87.59,6.85,8.68,1020.0,13.94,0.38,1.09
13.97,87.6,7.35,9.62,1020.0,37.26,0.02,1.1
13.97,87.62,8.47,10.94,1020.0,102.25,0.85,1.95
14.25,86.51,9.54,12.16,1020.0,191.01,0.32,2.26
14.48,85.48,9.56,12.03,1019.17,149.8,0.07,2.32
14.62,84.92,9.89,12.7,1018.25,202.43,0.18,2.5
14.56,86.12,10.05,13.59,1017.83,93.32,0.05,2.55
14.52,86.3,10.35,12.87,1017.83,68.01,0.15,2.7
14.53,84.97,10.06,12.73,1018.0,71.0,0.0,2.7
14.49,83.61,8.29,11.24,1018.0,50.34,0.0,2.7
14.23,84.03,7.83,9.83,1018.17,5.58,0.0,2.7
14.23,85.31,8.3,10.42,1018.92,2.91,0.0,2.7
14.01,86.79,8.63,10.53,1019.0,2.87,0.7,3.4
14.04,86.59,8.71,10.84,1019.0,2.93,1.33,4.72
14.48,82.98,9.14,11.76,1019.25,2.77,0.08,4.8
14.35,78.72,8.04,10.73,1020.0,3.01,0.09,4.89
13.95,73.42,7.36,9.14,1020.67,2.95,0.01,1.63
13.4,76.52,6.97,8.76,1021.0,2.68,0.0,0.0
13.29,74.82,8.03,10.5,1021.0,2.64,0.0,0.0
13.25,69.19,9.56,12.1,1021.33,2.93,0.05,0.05
12.72,61.14,8.96,11.38,1022.17,2.78,0.05,0.1
12.67,63.92,7.45,9.75,1023.0,2.17,0.0,0.1
